"lei","name","country"
"8156003F461C3D10B315","ACANTUS S.P.A.","IT"
"815600EC178EEE69E481","EXETRA S.P.A.","IT"
"789000XDPJFDGEU86P31","INTESA SANPAOLO SPA İTALYA İSTANBUL MERKEZ ŞUBESİ","TR"
"8156001ABCDB9E7C7705","PRESTITALIA S.P.A.","IT"
"222100VKE4U77H2IDP03","PRIVATE EQUITY INTERNATIONAL S.A.","LU"
"549300DR61OKD1UKCK14","FONDO PENSIONE DIPENDENTI EX CARIPRATO","IT"
"222100D7KSQ22ZVMKM20","GAP MANCO","LU"
"213800CBOERFQH934Q10","INTESA SANPAOLO BRASIL S.A. - BANCO MULTIPLO","BR"
"2221001BQYKCFUQGX885","INTESA SANPAOLO SEC SA","LU"
"222100ECVDB4RTLS8E02","IMI INVESTMENTS S.A.","LU"
"5493006UY56V4KORVP94","BANCA COMERCIALĂ “EXIMBANK” S.A.","MD"
"54930009CCENXT9WTF32","INTESA SANPAOLO BANK ALBANIA","AL"
"5493002D2LSSUA5KUB24","AlexBank","EG"
"5493001XF6EC2NJXK304","BANCA INTESA AKCIONARSKO DRUSTVO BEOGRAD","RS"
"815600D20361C46B7C65","INTESA SANPAOLO RE.O.CO. S.P.A. O BREVEMENTE REOCO S.P.A.","IT"
"81560095E5C286EA9562","ISYBANK S.P.A.","IT"
"5493008GCK1NNHETAC81","PBZ STAMBENA ŠTEDIONICA DIONIČKO DRUŠTVO ZA STAMBENU ŠTEDNJU","HR"
"8156000A3437C5E72362","FIDEURAM - INTESA SANPAOLO PRIVATE BANKING ASSET MANAGEMENT - SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. - IN FORMA ABBREVIATA FIDEURAM ASSET MANAGEMENT SGR S.P.A.","IT"
"213800CGWUEIX6ZHBX50","FONDO PENSIONE APERTO GIUSTINIANO","IT"
"213800CF4E69O3XA2112","FONDO PENSIONE APERTO IL MIO DOMANI","IT"
"2138006QWFK8LX78NL81","PREVIDSYSTEM - FONDO PENSIONE APERTO","IT"
"815600C2B72391A68F89","IW PRIVATE INVESTMENTS SOCIETA' DI INTERMEDIAZIONE MOBILIARE S.P.A.","IT"
"635400PSMCTBZD9XNS47","Intesa Sanpaolo Bank Ireland PLC","IE"
"549300CGLRBLXD8PLZ18","BANCA COMERCIALA INTESA SANPAOLO ROMANIA S.A.","RO"
"549300AQRUHYWYR0T637","Intesa Sanpaolo Holding International S.A.","LU"
"549300UM31PJ24TTSR94","INTESA SANPAOLO VITA S.P.A.","IT"
"549300XGJX6FOWLOI640","FIDEURAM - INTESA SANPAOLO PRIVATE BANKING S.P.A. IN FORMA ABBREVIATA FIDEURAM S.P.A.","IT"
"5493000YZPPFRVZ7PF37","FIDEURAM VITA SPA","IT"
"549300MSY5NIVC0BME80","CIB BANK ZRT.","HU"
"V48XYRSNOB3HY0J4NK61","INTESA SANPAOLO IMI SECURITIES CORP.","US"
"7S8518QC0P5IKHFFCP88","FIDEURAM BANK (LUXEMBOURG) S.A.","LU"
"8156008F4B12928FDE93","FAI PROGETTO ITALIA II","IT"
"815600C0086826921F56","FAI PROGETTO ITALIA","IT"
"81560051C72CA7CA9204","TARGET RENDIMENTO","IT"
"815600600AFFB625A810","INSALUTE SERVIZI S.P.A.","IT"
"81560001A6084D9ACA86","TARGET BOND 2028","IT"
"81560010A66C92CC6B72","PIANO INVESTIMENTO ITALIA","IT"
"747800C0J0M91UBENZ19","INTESA SANPAOLO INTERNATIONAL VALUE SERVICES društvo s ograničenom odgovornošću za usluge informacijskog društva","HR"
"8156002787EC1CD8C660","INTESA SANPAOLO INSURANCE AGENCY SOCIETA' PER AZIONI IN BREVE INTESA SANPAOLO INSURANCE AGENCY S.P.A.","IT"
"5493006DBSUPUBTAB556","FAI MERCATI PRIVATI SOSTENIBILI","IT"
"8156004EEAF599C9DB95","BAP PENSIONE 2007 FONDO PENSIONE APERTO","IT"
"549300BDVRZX5RFNPT16","FAI MERCATI PRIVATI OPPORTUNITA' REALI","IT"
"81560081EB02F8095508","EURIZON CAPITAL REAL ASSET SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A.","IT"
"5493005CZJH1DM3UY563","FAI MERCATI PRIVATI EUROPEI","IT"
"549300ZYVRX9U4H2G182","FAI MERCATI PRIVATI GLOBALI","IT"
"747800D0K28ITZ1G2898","Društvo za upravljanje otvorenim investicionim fondom sa javnom ponudom Intesa Invest ad Beograd","RS"
"254900BU7YAMM7MTXB84","Reyl & Co. (UK) LLP","GB"
"549300XXMXUO9TJN5940","Lux Gest Asset Management S.A.","LU"
"506700CX762Q165KF826","REYL Overseas AG","CH"
"254900E6900SXE7ZK016","SOCIETE DE DEVELOPPEMENT ET DE FINANCEMENT HOLDING S.A., SPF","LU"
"549300OPF00Q4W8XUQ95","REYL SINGAPORE HOLDING PTE. LTD.","SG"
"549300U08TTKCUFWTC83","REYL SINGAPORE PTE. LTD.","SG"
"549300KRHG5GM7DXKE41","REYL & Cie SA","CH"
"5493007UJW4N82PLDU29","Intesa Sanpaolo Harbourmaster III S.A.","LU"
"549300FOQJLKUZUYXS78","FIDEURAM ALTERNATIVE INVESTMENTS - PRIVATE MARKETS INSIGHT FUND","IT"
"549300OJ66SPKX006J87","FIDEURAM ALTERNATIVE INVESTMENTS - PRIVATE DEBT SPECIAL OPPORTUNITIES FUND","IT"
"097900BHF50000076475","VÚB Generali dôchodková správcovská spoločnosť, a.s.","SK"
"815600812B9FCEADA322","PIANO BILANCIATO ITALIA 30","IT"
"8156002AD3004B9EC878","PIANO BILANCIATO ITALIA 50","IT"
"815600DE4E187F69E210","PIANO AZIONI ITALIA","IT"
"815600F2507D2B946442","FONDO PENSIONE APERTO UBI PREVIDENZA","IT"
"81560075E90A817C8F48","FONDO PENSIONE FIDEURAM - FONDO PENSIONE APERTO","IT"
"5493006GEIBUF7U0CX27","Eurizon HR Short Term Bond fond","HR"
"81560058D9F02B0FCD27","INTESA SANPAOLO ASSICURA S.P.A.","IT"
"815600F2CB73D0455054","INTESA SANPAOLO RBM SALUTE S.P.A.","IT"
"253400UNEGHE8LX7H451","Акционерное общество ""Интеза Лизинг""","RU"
"549300Y7J8F0WHPKAO48","CIB RENT OPERATÍV LÍZING ZÁRTKÖRŰEN MŰKÖDŐ RÉSZVÉNYTÁRSASÁG","HU"
"549300IUOQXDZBVFHK88","Intesa Sanpaolo banka d.d. Bosna i Hercegovina","BA"
"815600978329D468F632","NEVA SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. O, IN FORMA ABBREVIATA, NEVA SGR S.P.A.","IT"
"549300O1LRG9PS8TF186","Intesa Sanpaolo Real Estate S.A.","LU"
"8156000E8FB84A303504","SOCIETA' ITALIANA DI REVISIONE E FIDUCIARIA S.I.RE.F.S.P.A IN FOR MA ABBREVIATA SIREF FIDUCIARIA S.P.A. O SIREFID S.P.A.","IT"
"253400D2DDB0E8JXA126","Акционерное общество ""Банк Интеза""","RU"
"549300JR63IQRTE0HQ66","PBZ-NEKRETNINE društvo s ograničenom odgovornošću za promet nekretninama, graditeljstvo, trgovinu i usluge","HR"
"5493001T7NJUN529UI86","PBZ CARD D.O.O.","HR"
"549300TKZ65QBK75OV06","FIDEURAM MASTER SELECTION BALANCED","IT"
"549300YXAEXHJ3XN3U92","CIB LÍZING ZÁRTKÖRŰEN MŰKÖDŐ RÉSZVÉNYTÁRSASÁG","HU"
"529900BUTOYN9W7Y6103","Eurizon Asset Management Hungary Zártkörűen Működő Részvénytársaság","HU"
"635400H9NIJ5SQ65LG47","Intesa Sanpaolo Life Designated Activity Company","IE"
"213800LH8X28724UZ616","INTESA SANPAOLO PRIVATE BANK (SUISSE) MORVAL SA","CH"
"8156004F298245FBB836","INTESA SANPAOLO PRIVATE BANKING SPA","IT"
"549300H62SNDRT0PS319","INTESA SANPAOLO BANK LUXEMBOURG SA","LU"
"549300DU2TJ72XCUUN84","Eurizon Asset Management Croatia društvo s ograničenom odgovornošću za upravljanje investicijskim fondovima","HR"
"549300FCWICHOEZ1NI68","FIDEURAM MASTER SELECTION EQUITY GLOBAL","IT"
"5493006E7ZWTCS5JKI68","FIDEURAM MASTER SELECTION EQUITY GL. EM. MARKET","IT"
"549300Z8PET0HZ1GOT63","FIDEURAM RISPARMIO ATTIVO","IT"
"5493005WOBFWIL4QR777","FIDEURAM BILANCIATO","IT"
"31570020000000002796","Eurizon Asset Management Slovakia, správ. spol., a.s.","SK"
"5493002DZLHDQ5SJRQ41","FIDEURAM ITALIA","IT"
"549300ECJDDLOVWWL932","Banka Intesa Sanpaolo d.d.","SI"
"549300JB1P61FUTPEZ75","Všeobecná úverová banka, a.s.","SK"
"549300ZHFZ4CSK7VS460","PRIVREDNA BANKA ZAGREB - DIONIČKO DRUŠTVO","HR"
"81560007FA7AC2BE5C45","MEDIOLANUM PRIVATE MARKETS ITALIA II","IT"
"529900508MSGTKVQKZ11","Bankhaus August Lenz & Co. Aktiengesellschaft","DE"
"6354009ID2MV2SNNYS74","Gamax Management AG","LU"
"8156008BFE3F29A7B591","MEDIOLANUM VITA SPA","IT"
"635400QXP44PVCL1QZ57","Mediolanum International Funds Limited","IE"
"635400SCBVV58JBVY513","Mediolanum Asset Management Ltd","IE"
"635400C7L8C5RGY8VK81","Mediolanum International Life Designated Activity Company","IE"
"635400WUHAXT8LPT9E02","Asia Pacific","LU"
"6354002RLNVEPWCULI59","Maxi-Bond","LU"
"635400MNLW6ZCQNKAJ81","Junior","LU"
"9KVDYMLZGG8ZN3RMPY41","MEDIOLANUM GESTIONE FONDI - SOCIETA' DI GESTIONE DEL RISPARMIO PER AZIONI O IN FORMA ABBREVIATA MEDIOLANUM GESTIONE FONDI SGR P.A.","IT"
"815600065A3EB81EC445","MEDIOLANUM PRIVATE MARKETS ITALIA","IT"
"959800T0A4UXULZQ5L09","MEDIOLANUM PENSIONES, SOCIEDAD GESTORA DE FONDOS DE PENSIONES, S.A.","ES"
"9598008TTENY06M2M316","MEDIOLANUM GESTION SGIIC S.A.","ES"
"81560007E889FA36A917","FONDO PENSIONE APERTO PREVIGEST FUND MEDIOLANUM","IT"
"635400JQLACBCQLCKF45","MEDIOLANUM STRATEGIA EURO HIGH YIELD","IT"
"635400F7SMMDVSHMBC67","MEDIOLANUM STRATEGIA GLOBALE MULTI BOND","IT"
"635400DHOJIZJJYGAE85","MEDIOLANUM FLESSIBILE FUTURO SOSTENIBILE","IT"
"635400NPTAOBMC2LW363","MEDIOLANUM RISPARMIO DINAMICO","IT"
"635400YNKKOVP6RFXP53","MEDIOLANUM FLESSIBILE FUTURO ITALIA","IT"
"635400KXBJFOZCXLPP05","MEDIOLANUM FLESSIBILE SVILUPPO ITALIA","IT"
"6354002GQB7AOSJE3W69","MEDIOLANUM FLESSIBILE STRATEGICO","IT"
"5299003L2XAO5PYI2Q46","PEIF II SLP FEEDER 2 LP","GB"
"529900YWYV1BB5FUZK64","DB INVESTMENT PARTNERS LIMITED","GB"
"529900NZ1KGWVI8KQN57","5353 WHMR LLC","US"
"529900X253XLINEUH028","Plantation Bay, Inc.","VI"
"529900EGEA1JYL9ONH25","RREEF India Advisors Private Limited","IN"
"529900VSJSTELS1POT69","DB Structured Holdings Luxembourg S.à r.l.","LU"
"529900BY5GL0ZQFGXT09","Cardea Real Estate S.r.l.","IT"
"254900XL6PTO1ULA2525","DB ESG Conservative SAA (USD) Plus","LU"
"254900H8N4OIT9RZGU93","DB ESG Balanced SAA (USD) Plus","LU"
"529900D4ER03Z4NCGT13","VCJ Lease S.à r.l.","LU"
"529900RE3U5ROGOTXH62","PGI COINVEST I, L.P.","US"
"529900S1RR1VXCC0X459","PGI SECURE BLOCKER I, LLC","US"
"529900L6FR3GXUDX5E97","PGI SECURE SPLITTER I, LLC","US"
"529900471V91AHVTJ560","DB VersicherungsManager GmbH","DE"
"2138003FL72FCO53LM68","HISTRIA INVERSIONES DESIGNATED ACTIVITY COMPANY","IE"
"529900PLMCWKG4WW7813","Deutsche Cayman Ltd.","KY"
"815600DEDFA352D00E75","SOMKID IMMOBILIARE S.R.L.","IT"
"5299005MQKIBQ14EIJ38","DWS Management GmbH","DE"
"529900MJYYIRXZ9YCT59","Elizabethan Management Limited","KY"
"529900MLL87I71PDEL46","Memax Pty. Limited","AU"
"5299002I8P5HGKM83883","Belzen Pty. Limited","AU"
"529900FQYXU2B7BZVK55","LEONARDO III INITIAL GP LIMITED","GB"
"529900C214QOT3ZYD838","DB Municipal Holdings LLC","US"
"529900MAE1EMLUE01896","UKE, s.r.o.","SK"
"529900ZS8OVPXKLRNF83","G.O. IB-US Management, L.L.C.","US"
"529900R1CDB2JWCHM252","DWS CH AG","CH"
"529900QJ7ZMOVPYIE255","BALDUR MORTGAGES LIMITED","GB"
"529900H1DIVOXVUEJT47","RREEF Fund Holding Co.","US"
"529900NVM7Z04DA3LO24","RREEF DCH, L.L.C.","US"
"529900AFQX8RDKITBE67","DBRE Global Real Estate Management US IB, L.L.C.","US"
"5299004WSFDPFLGIU102","Sechste Salomon Beteiligungs- und Verwaltungsgesellschaft mbH","DE"
"5299000NIGT14YW8ZD26","Deutsche Bank Financial Company","KY"
"529900FYAQ4PVMVXVF84","Deutsche Aeolia Power Production Société Anonyme","GR"
"529900G9Z4I79FGUE649","Deutsche Securities, S.A. de C.V., Casa de Bolsa","MX"
"529900GNT5N2FZCW9Q69","Borfield Sociedad Anonima","UY"
"529900VPJF35O5YAHQ53","DB Asset Finance II S.à r.l.","LU"
"529900CRZ2BZ3NEFZK77","Cedar (Luxembourg) S.à r.l.","LU"
"5299000PEFQQEB5OGZ93","Durian (Luxembourg) S.à r.l.","LU"
"529900XP4MMP82P0MO48","Acamar Holding S.A.","LU"
"529900XWDFM4LA695B56","Adara S.A.","LU"
"529900EPV95P6S515H56","Agena S.A.","LU"
"529900G39WULAI8ENL22","DB Asset Finance I S.à r.l.","LU"
"529900KVU8W2OYJERL94","BT GLOBENET NOMINEES LIMITED","GB"
"5299003RMY6TOGE8F046","DB Beteiligungs-Holding GmbH","DE"
"529900GP2VK1XGLGOE50","Delowrezham de México S. de R.L. de C.V.","MX"
"529900A0PRZXNZCC4O52","Triton Fund III G L.P.","JE"
"529900TSB7EHGU25F006","Caribbean Resort Holdings, Inc.","US"
"529900MEY9ARGNPPPE18","Kelsey Street LLC","US"
"529900Y13HTC1VQRQ684","Zumirez Drive LLC","US"
"529900N7IBZHYLZHHW02","Singer Island Tower Suite LLC","US"
"529900MTD4K18WPZFU73","Deutsche Bank (Uruguay) Sociedad Anónima Institución Financiera Externa","UY"
"529900S8GVBA9SFCOD21","DB SERVIZI AMMINISTRATIVI S.R.L.","IT"
"5299005404YKMA1T4086","Deutsche Securities (India) Private Limited","IN"
"52990003G0GD0V8KMG88","Deutsche Bank Trust Company, National Association","US"
"5299002RAQ8UIG1NFQ40","GAC-HEL II, Inc.","US"
"529900GOHDG5JKIJXT78","DWS Investments Japan Limited","JP"
"529900CYV0ZFIVHSVX42","Deutsche Strategic Investment Holdings Yugen Kaisha","JP"
"529900H1P7U7R7YOHU61","DBRE Global Real Estate Management IB, Ltd.","KY"
"529900C6342MV7MEQR46","LINDSELL FINANCE LIMITED","MT"
"529900W1WNE13J119S06","Deutsche Mexico Holdings S.à r.l","LU"
"529900U7AT9B9UMLXG16","Deutsche Bank National Trust Company","US"
"529900Y3U56W0GL6NC56","Deutsche Group Holdings (SA)","ZA"
"529900L30KXGWK6CUD24","DWS Far Eastern Investments Limited","TW"
"529900C14HKIZU3NHI50","Deutsche Securities (SA) (Proprietary) Limited","ZA"
"529900H86EC4DAO59C26","DWS Trust Company","US"
"5299005GOY3TFCTOQB47","DWS Investments Shanghai Limited","CN"
"529900S1A96YDD1JGH51","DBRMSGP1","KY"
"52990070XL8QPES0SM31","Alex. Brown Financial Services Incorporated","US"
"529900FIASFWYG4LDJ94","Alex. Brown Investments Incorporated","US"
"529900UGZL7PHL4KTV29","Argent Incorporated","US"
"52990047I84DVP5HEZ85","ABFS I Incorporated","US"
"529900KCLVX8UHHD6M83","Jyogashima Godo Kaisha","JP"
"529900BSQ2VSODGMGR72","DWS Asset Management (Korea) Company Limited","KR"
"529900P46RLVHS16T127","LAWL Pte. Ltd.","SG"
"5299001FY9JVMVC0LO38","Kidson Pte Ltd","SG"
"529900M16K5ETQQEXE12","DBR Investments Co. Limited","KY"
"529900HGYA9IQ1OF0X23","LA Water Holdings Limited","KY"
"5299001W9PYB6TA79Z28","Deutsche Bank Representative Office Nigeria Limited","NG"
"529900RODWQNN1GDC463","Deutsche Finance No. 2 Limited","KY"
"5299005N8WCZ67Q76N96","Elizabethan Holdings Limited","KY"
"529900JYUND014UQ0P58","NCW Holding Inc.","CA"
"529900DD5SKKGUNXWV81","DB Strategic Advisors, Inc.","PH"
"529900KVW94VJZZKLS55","Cathay Capital Company (No 2) Limited","MU"
"529900HG10Y7ZW033G21","Cathay Asset Management Company Limited","MU"
"529900RX8DKTJ81MHL26","DWS Investments Hong Kong Limited","HK"
"529900IZCOKCTPEKN750","Bayan Delinquent Loan Recovery 1 (SPV-AMC), Inc.","PH"
"529900K3OOVQYCUI7O21","DB Nominees (Hong Kong) Limited","HK"
"529900SM0L6ZWFTHKD27","DEUTSCHE SERVICES POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","PL"
"529900YBCHPCBU0CBV03","DWS INVESTMENTS SINGAPORE LIMITED","SG"
"529900D1WE146R9SDZ88","TEMPURRITE LEASING LIMITED","GB"
"5299005XTWXW51FR9A63","RREEF EUROPEAN VALUE ADDED I (G.P.) LIMITED","GB"
"529900IC1PRZQNIW7P31","DEUTSCHE HOLDINGS LIMITED","GB"
"529900SOB5CXRQN8QG83","DB UK PCAM HOLDINGS LIMITED","GB"
"5299001GRQUZADRADN70","DBUK PCAM LIMITED","GB"
"529900UUPS52ZOCZKF69","Deutsche Capital Partners China Limited","KY"
"529900SWZG9FZS4PPH60","DB CARTERA DE INMUEBLES 1 SA","ES"
"529900M5R358Y7RFZC10","DWS GROUP SERVICES UK LIMITED","GB"
"5299007T18XBURKJ1V64","DWS Distributors, Inc.","US"
"529900JBPP7HAVCM8C23","Deutsche Mortgage & Asset Receiving Corporation","US"
"529900CQVDVATODQA941","DWS Service Company","US"
"529900RO45LRDMWLRI57","DB USA Corporation","US"
"529900BEHEWCLZGHHQ76","DB U.S. Financial Markets Holding Corporation","US"
"529900JDQCI0C5WDB796","DB USA Core Corporation","US"
"529900F895EWIYOGOY61","DB Services Americas, Inc.","US"
"529900NAJQOFVVBADA34","DB Private Clients Corp.","US"
"529900ED9KS8PXXGV873","Private Financing Initiatives S.L.","ES"
"529900CYMVBQDMUMAG81","EUROPEAN VALUE ADDED I (ALTERNATE G.P.) LLP","GB"
"5299007OX9HAC1QNPW69","DB Investment Managers, Inc.","US"
"529900SWPDY3ZOZ2RU29","DBOI GLOBAL SERVICES (UK) LIMITED","GB"
"529900MQH538RON6BD44","DEUTSCHE HOLDINGS NO.2 LIMITED","GB"
"529900AWZSNTMVWDBE17","DEUTSCHE HOLDINGS NO.4 LIMITED","GB"
"529900UPLYF0ICC0OI44","DB INTERNATIONAL INVESTMENTS LIMITED","GB"
"52990026WU4MWFA1P303","DB LONDON (INVESTOR SERVICES) NOMINEES LIMITED","GB"
"529900OMA6G6HP7X5523","DEUTSCHE NOMINEES LIMITED","GB"
"5299000FVVZY394D6H21","DB Direkt GmbH","DE"
"529900IUZNMH9ABKN916","DEUTSCHE NEW ZEALAND LIMITED","NZ"
"529900X0PJHKD14SK005","Deutsche Custody N.V.","NL"
"529900H41D78WI2NVK13","Deutsche Investments (Netherlands) N.V.","NL"
"5299003VIYC2WWC2MC88","DB Intermezzo LLC","US"
"529900XW0MDD0HF0VN23","DB Global Technology, Inc.","US"
"529900RRSFST343TZB58","DB Equipment Leasing, Inc.","US"
"529900R6B2KGUI1XI539","TELO Beteiligungsgesellschaft mbH","DE"
"529900LTSPTSG68IMO65","DB OPERACIONES Y SERVICIOS INTERACTIVOS SL","ES"
"529900LHOWX8W5SFFF95","DB Boracay LLC","US"
"529900HTTKWH3JNK9335","DB Alex. Brown Holdings Incorporated","US"
"529900XH9ODJ6HNC1W03","OOO ""Deutsche Bank TechCentre""","RU"
"529900QJ7JSKVLQ18G57","DB Global Technology SRL","RO"
"5299008NE00H3YQEL294","NAVEGATOR - SGFTC S.A.","PT"
"529900BP3CJL3VRPPD14","Deutsche Trustees Malaysia Berhad","MY"
"529900LK05HKEZ736735","DB Corporate Advisory (Malaysia) Sdn. Bhd.","MY"
"52990045Q7IO9Q9Y3M29","Deutsche Postbank Finance Center Objekt GmbH","LU"
"5299006M9OCS0I000683","Amber Investments S.à r.l.","LU"
"529900TJTZEIUCN4BN62","IVAF I Manager, S.à r.l.","LU"
"5299006ZN3B3EAG6E975","PRIVATE EQUITY ASIA SELECT COMPANY III S.à r.l.","LU"
"529900FZ18K4CHUQAV85","PRIVATE EQUITY GLOBAL SELECT COMPANY V S.à r.l.","LU"
"5299005D6XBMEK9KLI47","MEF I Manager, S. à r.l.","LU"
"5299003A4YELZSL89054","DB Private Equity International S.à r.l.","LU"
"529900JFVQC0P8BAQO25","PRIVATE EQUITY SELECT COMPANY S.àr.l.","LU"
"529900MDEX24DPUXO876","Franz Urbig- und Oscar Schlitter-Stiftung Gesellschaft mit beschränkter Haftung","DE"
"5299005KUSNDWVGO8E69","PRIVATE EQUITY GLOBAL SELECT COMPANY IV S. à r.l.","LU"
"529900QCKZM6WSIFQN07","D&M Turnaround Partners Godo Kaisha","JP"
"529900NWNZBC49AB6198","LONDON INDUSTRIAL LEASING LIMITED","GB"
"529900598KUP7JQ9R531","Deutsche Asset Management (India) Private Limited","IN"
"529900K9ENYPTKECK071","Deutsche Equities India Private Limited","IN"
"529900W3EA0FD023IF15","Deutsche India Holdings Private Limited","IN"
"529900U28ZJDY22FJA32","DB SERVICE CENTRE LIMITED","IE"
"529900A766VIVHCZI298","DEUTSCHE INTERNATIONAL CORPORATE SERVICES (IRELAND) LIMITED","IE"
"529900B15CRV4CIEWN19","Thai Asset Enforcement and Recovery Asset Management Company Limited","TH"
"5299002X77REUXF48O72","Postbank Systems AG","DE"
"529900FBJKI4DP1JRG14","Postbank Leasing GmbH","DE"
"529900D3N8Y9MM5SRE67","Postbank Filialvertrieb AG","DE"
"529900Y6FEIUGQNZ1D55","Postbank Direkt GmbH","DE"
"529900TX0LIN4445VN54","Postbank Beteiligungen GmbH","DE"
"5299002SRAEOQQ5YMZ55","Deutsche Immobilien Leasing GmbH","DE"
"5299007CQ7QQYFIVNV49","CAM Private Equity Verwaltungs-GmbH","DE"
"529900FGTUG6XHFKKL25","CAM Private Equity Nominee GmbH & Co. KG","DE"
"529900Y27INP44RNFW94","CAM PE Verwaltungs GmbH & Co. KG","DE"
"529900BIXCGW2FAOA038","CAM Initiator Treuhand GmbH & Co. KG","DE"
"529900NAX3225UV0A763","BHW Holding GmbH","DE"
"529900125QMP3CVGD297","BHW - Gesellschaft für Wohnungswirtschaft mbH","DE"
"5299002NC6XQ4TP2EC59","Betriebs-Center für Banken AG","DE"
"529900NLN09OGDQ8SP33","VCM Treuhand Beteiligungsverwaltung GmbH","DE"
"5299002L9O49LY2R2C40","VCP Treuhand Beteiligungsgesellschaft mbH","DE"
"529900UHDAFWQ87PM255","Finanzberatungsgesellschaft mbH der Deutschen Bank","DE"
"529900XGDXLEX5L16R90","VÖB-ZVD Processing GmbH","DE"
"529900E2KUUI0H5RT825","DB HR Solutions GmbH","DE"
"5299006MRMFYKKQU4A96","DB Industrial Holdings Beteiligungs GmbH & Co. KG","DE"
"529900EYYGOCP4180B15","PCC Services GmbH der Deutschen Bank","DE"
"529900YZU9XKSWD2CJ83","DB Management Support GmbH","DE"
"529900VE4DGRT7DYCV17","DB Nominees (Jersey) Limited","JE"
"529900W78UFK804DRB50","DB Print GmbH","DE"
"529900EULFVPFVFQE927","DB Private Equity Treuhand GmbH","DE"
"529900O5U0HI73M27T05","DB Services (Jersey) Limited","JE"
"529900D512IDVPTNA350","DEUKONA Versicherungs-Vermittlungs-GmbH","DE"
"5299007T8YAN2HMK3A24","RoPro U.S. Holding, Inc.","US"
"5299006TTH3L261N9M28","DEBEKO Immobilien GmbH & Co Grundbesitz OHG","DE"
"529900OT0RA0QHZML224","DEE Deutsche Erneuerbare Energien GmbH","DE"
"529900J5LZ8NSD1NDD83","Mezzanine Capital USA II (MC-US II) GmbH & Co. KG","DE"
"529900SWYVP0QMM8S558","SAPIO Grundstücks-Vermietungsgesellschaft mbH","DE"
"529900LJ3ZRKEDU0CF57","DWS Real Estate GmbH","DE"
"529900OB9X1DTXJ7MD63","SAB Real Estate Verwaltungs GmbH","DE"
"529900M2KOAB3OD3C406","SAGITA Grundstücks-Vermietungsgesellschaft mbH","DE"
"529900HOV70V5IBRYZ19","Konsul Inkasso GmbH","DE"
"529900EASTFJG5LOZF27","Leasing Verwaltungsgesellschaft Waltersdorf mbH","DE"
"529900NU19Y3EQLWRP08","DEUTSCHE INTERNATIONAL CORPORATE SERVICES (DELAWARE) LLC","US"
"529900ETVH54K2OIRO19","RREEF America L.L.C.","US"
"529900P9BPJMXLDBRO14","Mezzanine Capital USA (MC-US) GmbH & Co. KG","DE"
"529900UEE0B99ZWD8Z43","OPPENHEIM Flottenfonds V GmbH & Co. KG","DE"
"529900THBFKA4IXJAS93","PADUS Grundstücks-Vermietungsgesellschaft mbH","DE"
"529900AAJLUQXDXZJ880","PB Factoring GmbH","DE"
"529900ZMU1VN7KMRI261","Sharps SP I LLC","US"
"529900FO49LVGHYC4065","Mezzanine Capital Europe II (MC-EU II) GmbH & Co. KG","DE"
"529900TXDENGJTJ0D523","RREEF North American Infrastructure Fund B, L.P.","US"
"529900MROZMQDGZL9709","KEBA Gesellschaft für interne Services mbH","DE"
"529900WZLAKGNSOHOW26","DISCA Beteiligungsgesellschaft mbH","DE"
"529900BE2TCQGOJQ2J80","SALUS Grundstücks-Vermietungsgesellschaft mbH & Co. Objekt Dresden KG","DE"
"529900WVPR11634UDH19","Süddeutsche Vermögensverwaltung Gesellschaft mit beschränkter Haftung","DE"
"529900Z07G6XJU1QOH63","Deutsche Bank Holdings, Inc.","US"
"529900KICPL7I3LLP264","Deutsche Gesellschaft für Immobilien-Leasing mit beschränkter Haftung","DE"
"529900JUYWPVJ3EAX160","Deutsche Postbank Funding Trust III","US"
"529900OT13W2RD3VUT30","Deutsche Postbank Funding Trust I","US"
"529900KRQNFT92BXR447","Deutsche Bank Trust Company Delaware","US"
"529900RBERZ83V1GT415","Deutsche Postbank Funding LLC III","US"
"52990053M7DZ6RC6OI62","Deutsche Postbank Funding LLC I","US"
"529900YHRPQXXQ333M09","DBX Advisors LLC","US"
"529900FGBJM9Q144U153","PAN AUSTRALIAN NOMINEES PTY LTD","AU"
"529900WYFA4QVEYXU932","DEUTSCHE GROUP SERVICES PTY LIMITED","AU"
"529900KIEO01K9NR3351","Greenwood Properties Corp.","US"
"5299006FEUM0TNPY9T06","Joint Stock Company ""Deutsche Bank DBU""","UA"
"5299001S0UX9P9NSG675","OPB-Quinta GmbH","DE"
"529900UJ3VCGEG5FAR32","OPB Verwaltungs- und Treuhand GmbH","DE"
"529900LNCHTCY7CJM526","OPB-Oktava GmbH","DE"
"529900OZFVACL1HL5L86","HTB Spezial GmbH & Co. KG","DE"
"529900962NO9K94FW987","OPPENHEIM Capital Advisory GmbH","DE"
"529900T09N5VNI0O4G02","OPPENHEIM PRIVATE EQUITY Verwaltungsgesellschaft mbH","DE"
"5299009KLCHHVQ1C0648","Sal. Oppenheim jr. & Cie. Beteiligungs GmbH","DE"
"529900CKC4TXHVRKX638","Deutsche Securities Saudi Arabia (a closed joint stock company)","SA"
