"lei","name","country"
"529900YKQVV2F80DI747","SECA-Leasing Gesellschaft m.b.H.","AT"
"529900EXLVVB9837SG88","Real-Rent Leasing Gesellschaft m.b.H.","AT"
"529900KEKFXBWO7IN551","Real-Lease Grundstücksverwaltungs-Gesellschaft m.b.H.","AT"
"529900N18TNY5GGROH52","Quint Z Immobilien Leasing Gesellschaft m.b.H.","AT"
"52990016W975JPQ70O29","Quart Z Immobilien Leasing Gesellschaft m.b.H.","AT"
"5299003RWHA2ZD5T0R33","QUADEC Z Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900SVXK7QBUFV0M35","Projekt-Lease Grundstücksverwaltungs-Gesellschaft m.b.H.","AT"
"529900T95ECRMM1L2093","Posato Leasing Gesellschaft m.b.H.","AT"
"529900DF15DT6MUTOS08","Piana Leasing Gesellschaft m.b.H.","AT"
"529900KK9P8L63TRYU47","PELOPS Leasing Gesellschaft m.b.H.","AT"
"529900IAWC89VMVDWH58","FINN Arsenal Leasing GmbH","AT"
"5299004IV5BVRG272A28","OLG Handels- und Beteiligungsverwaltungsgesellschaft m.b.H.","AT"
"529900OVSJWHY1FYLQ08","Oct Z Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900OSZ0ZQI95BZO12","Nage Lokalvermietungsgesellschaft m.b.H.","AT"
"529900KE29GOXDMG0S67","Menuett Grundstücksverwaltungs-Gesellschaft m.b.H.","AT"
"529900DLES7P1TCYPM83","MBC Immobilien Leasing Gesellschaft m.b.H.","AT"
"52990067TXFDXKPELT70","M. A. V. 7., Bank Austria Leasing Bauträger GmbH & Co. OG.","AT"
"529900VW66KWYPYBWX02","Liva Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900ELQAD8AVPWLI93","Lipark Leasing Gesellschaft m.b.H.","AT"
"529900RQWZ39LYKXZ261","Lelev Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900666ZJ61Q61R974","Legato Leasing Gesellschaft m.b.H.","AT"
"5299005LMBRRMUC6RE06","LEASFINANZ GmbH","AT"
"529900H9ABDZ8XIMMV92","LEASFINANZ Bank GmbH","AT"
"529900DUU6C9O13MAC66","LARGO Leasing Gesellschaft m.b.H.","AT"
"529900USNZNT90FFFL50","Lagev Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900YQT7RAMTQ59G63","POLLUX Immobilien GmbH","AT"
"52990028YYXNOY4VCL59","FactorBank Aktiengesellschaft","AT"
"529900MWGOF8PJ3ROR27","Kutra Grundstücksverwaltungs-Gesellschaft m.b.H.","AT"
"529900E4BFYIPRTO6Z06","Jausern-Leasing Gesellschaft m.b.H.","AT"
"529900LZC0DRQ7BS1A85","INTRO Leasing Gesellschaft m.b.H.","AT"
"529900CIANKPEMBOSI18","Grundstücksverwaltung Linz-Mitte GmbH","AT"
"529900OX0YBNOOXHER14","Gemeindeleasing Grundstückverwaltung Gesellschaft m.b.H.","AT"
"529900JMJSBZQ87VS279","Bank Austria Real Invest Immobilien-Management GmbH","AT"
"529900ZTL0PT4VP94P73","Kaiserwasser Bau- und Errichtungs GmbH und Co OG","AT"
"529900BXGKZA0NQ00X83","BA Betriebsobjekte GmbH","AT"
"315700J8XIW0OKXNC270","Diners Club CS, s.r.o.","SK"
"529900CVJFHY7SC3IA84","Gebäudeleasing Grundstücksverwaltungs-Gesellschaft m.b.H.","AT"
"529900KO608UPZKNW059","GALA Grundstückverwaltung Gesellschaft m.b.H.","AT"
"529900DDO5YY9EPTYZ46","Folia Leasing Gesellschaft m.b.H.","AT"
"529900P0UUJHBJF0A066","Fides Leasing GmbH","AT"
"529900A7Z0V6PFMTJP60","Eurolease RAMSES Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900CYTFL4QPESXQ96","Eurolease RA Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900UQEDDC3E29UW81","Eurolease MARDUK Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900DKBIMRJI0XGY65","Eurolease ISIS Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900A0FQ3CD6DXKL22","Eurolease ANUBIS Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900DAUNIPA0EBPB86","DUODEC Z Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900SWNRHN2PPD6X60","DLV Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900RYBZ653MBZSL75","Contra Leasing-Gesellschaft m.b.H.","AT"
"529900ICLRH9E6KH5W68","Communa - Leasing Grundstücksverwaltungs-Gesellschaft m.b.H.","AT"
"529900PG5GJ3DC8V9L37","Civitas Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900ZKD8MK3OHI4D54","Chefren Leasing GmbH","AT"
"5299002FS7MWCAJFYW17","Charade Leasing Gesellschaft m.b.H.","AT"
"529900C7PP6HM20D7687","CALG Minal Grundstückverwaltung GmbH","AT"
"529900ANJHT613JW8B30","CALG Immobilien Leasing GmbH","AT"
"5299005UKT5LJTX4T915","CALG Grundstückverwaltung GmbH","AT"
"529900KN5F22P7EWQ753","CALG Gamma Grundstückverwaltung GmbH","AT"
"529900XMV9LF3JHGXT65","CALG Delta Grundstückverwaltung GmbH","AT"
"529900FMHT3IDMYLAZ66","CALG Anlagen Leasing GmbH","AT"
"5299008BMNMEZL4O6K10","CALG Alpha Grundstückverwaltung GmbH","AT"
"52990090ZUP0P6NRBU17","CALG 445 Grundstückverwaltung GmbH","AT"
"52990049XYR8QSPL1M94","CALG 443 Grundstückverwaltung GmbH","AT"
"529900BQ4I6Y9MVYB541","CA-Leasing Senioren Park GmbH","AT"
"529900P7ZZJ2UGXVAJ38","Beteiligungsverwaltungsgesellschaft der Bank Austria Creditanstalt Leasing GmbH","AT"
"529900TUYK8SFCHQ3076","Baulandentwicklung Gdst 1682/8 GmbH & Co OG","AT"
"52990064A4W4C6COCM83","Bank Austria Leasing MEDEA Immobilien Leasing GmbH","AT"
"529900EYK1T9D8JMD587","Bank Austria Leasing Ikarus Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900PJJFVT0F724I14","Bank Austria Leasing ARGO Immobilien Leasing GmbH","AT"
"529900CW6RE04OX4ZL90","Bank Austria Creditanstalt Leasing Immobilienanlagen GmbH","AT"
"529900TNCYLRNC5C3L95","BAL SOBEK Immobilien Leasing GmbH","AT"
"5299001OZ0PA3VPR3N91","BAL OSIRIS Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900IF2M4HDRF7OY75","BAL LETO Immobilien Leasing GmbH","AT"
"529900FOYH83DWA1VI77","BAL HYPNOS Immobilien Leasing GmbH","AT"
"529900W747T39A8BLD28","BAL HORUS Immobilien Leasing GmbH","AT"
"529900XGX8IRUTDYO016","BAL HESTIA Immobilien Leasing GmbH","AT"
"5299005P4GYQOPFDEA10","Treuconsult Beteiligungsgesellschaft m.b.H.","AT"
"529900Q4GO8QFCSYWC20","BA GebäudevermietungsgmbH","AT"
"529900Q7PU3EB1KB3V45","BA-CA Presto Leasing GmbH","AT"
"529900SMC415G939C384","BACA Leasing und Beteiligungsmanagement GmbH","AT"
"5299007GACKJ2ST94Y55","BA-CA Leasing MAR Immobilien GmbH","AT"
"529900I82C9R5WD5YR07","BA-CA Leasing Drei Garagen GmbH","AT"
"529900HKHMFSRNLP3M76","BACA Leasing Carmen GmbH","AT"
"529900WVACOBRSFEIZ65","BACA KommunalLeasing GmbH","AT"
"529900I37PA2FQ4BZ244","BACA HYDRA Leasing GmbH","AT"
"5299006B34ANR1HH4Z58","BA-CA Andante Leasing GmbH","AT"
"529900J4639KCHWRQL40","BA/CA-Leasing Beteiligungen GmbH","AT"
"529900ILPIYOVR78UX93","BA CA SECUND Leasing GmbH","AT"
"5299003SNCZ1JCMYTE71","Arno Grundstücksverwaltungs Gesellschaft m.b.H.","AT"
"529900MFAEZD7FAN9N26","ANTARES Immobilien Leasing Gesellschaft m.b.H.","AT"
"529900Q6P4NPT9JGOH02","ALMS Leasing GmbH.","AT"
"52990026PFY8PQ2UC257","Allegro Leasing Gesellschaft m.b.H.","AT"
"213800DW1L62N1BADM49","UNICREDIT JELZÁLOGBANK ZRT.","HU"
"549300BW0T0VJZ8YT598","BA-CA Markets & Investment Beteiligung Ges.m.b.H.","AT"
"549300ZTH28IORMT0H07","HUNILUX KERESKEDELMI ÉS GYÁRTÓ KFT.","HU"
"3157007C98ILJK5ST356","UniCredit Leasing CZ, a.s.","CZ"
"529900S5CWLHLLFODR80","UniCredit Leasing GmbH","DE"
"5299009C18DLOVA63Y86","UNIVERSALE International Realitäten GmbH","AT"
"549300A3K0DM0UWTAQ37","UNICREDIT LEASING CORPORATION IFN SA","RO"
"549300RGT0JMDJZKVG34","UNICREDIT BANK D.D.","BA"
"315700H9WMTTK29MHG75","UniCredit Fleet Management, s.r.o.","CZ"
"315700RM570GT2YR9K85","UniCredit Factoring Czech Republic and Slovakia, a.s.","CZ"
"549300C70MG9WBFGD996","ZB Private World osnovni alternativni investicijski fond s privatnom ponudom","HR"
"529900ESWL1AEC189F69","Schoellerbank Aktiengesellschaft","AT"
"529900T860I1EGF4AB55","Schoellerbank Invest AG","AT"
"529900ICFDQRUNSXM915","Wealth Management Capital Holding GmbH","DE"
"549300T0RFRCQ7Z21884","ZB Invest d.o.o. za upravljanje investicijskim fondovima","HR"
"5493005JKMAVFLPESA69","ELEKTRA PURCHASE NO. 911 LTD","JE"
"529900AXUGQC7E2M7N91","Lufthansa Systems GmbH","DE"
"529900DTQJ1MSKEYNF35","LUFTHANSA TECHNIK AIRMOTIVE IRELAND LEASING LIMITED","IE"
"52990022VR1G64LO5689","Group Engine Management GmbH","DE"
"5299009T3KWOCYE8BD14","LUFTHANSA MALTA AIRCRAFT-LEASING LTD","MT"
"5299001Y3VWOFN2DGL03","LHAMI LEASING LIMITED","IE"
"529900F61J2XA3NK9979","Lufthansa Aviation Training GmbH","DE"
"5299004NWPDE4L4VC454","LUFTHANSA MALTA CORPORATE FINANCE LIMITED","MT"
"5299000AF58N6DVTY088","Miles & More GmbH","DE"
"5299001M8IZ7PBJR1Y18","Lufthansa Global Business Services GmbH","DE"
"5299005C3ALN0FW10R56","Lufthansa Aviation Training Switzerland AG","CH"
"529900Q3QYV322RCXV42","Swiss International Air Lines AG","CH"
"5299007XKM5UOG77O612","Austrian Airlines Lease and Finance Company Limited","GG"
"529900P6LJ5CGTIUNN89","AIR DOLOMITI S.P.A. - LINEE AEREE REGIONALI EUROPEE","IT"
"529900RF2834I0MC2L78","City Airlines GmbH","DE"
"529900JZ3HPIWJWLNL56","Lufthansa Leasing Austria 1. Beteiligungs GmbH","AT"
"529900U2L2B187C8DU16","LUFTHANSA TECHNIK TURBINE SHANNON LIMITED","IE"
"5299000VMYT0UGXVZN87","LUFTHANSA TECHNIK SOFIA","BG"
"529900YLDY70L7O07T27","Lufthansa Systems Hungaria Információs Technikai Szolgáltató és Szervíz Korlátolt Felelosségu Társaság","HU"
"5299005LAFRILI4X6N79","Lufthansa Technik Budapest Repülőgép Karbantartó és Nagyjavító Korlátolt Felelősségű Társaság","HU"
"5299000Q61YII5IIPF54","Lufthansa Technik AERO Alzey GmbH","DE"
"529900PR1JVFLM9HSV81","Lufthansa Aviation Training Germany GmbH","DE"
"529900A7M4R1210U9P03","LUFTHANSA SYSTEMS POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","PL"
"529900J7BAJVP3O1WQ70","Albatros Versicherungsdienste Gesellschaft mit beschränkter Haftung","DE"
"529900046FVSVFC80V70","Lufthansa AirPlus Servicekarten GmbH","DE"
"529900XFN4E5DO3EOC30","Germanwings GmbH","DE"
"529900TUNVSQFZ481607","Lufthansa CityLine GmbH","DE"
"529900H9AT7W54KGHF30","LUFTHANSA TECHNIK LANDING GEAR SERVICES UK LIMITED","GB"
"529900W6ATZF1SBHMQ02","Lufthansa Technik Aktiengesellschaft","DE"
"52990062TWNTBB4FZ290","Lufthansa Cargo Aktiengesellschaft","DE"
"529900LMTI8YSE62EI88","Austrian Airlines AG","AT"
"213800WR5NOVOEYFLN72","يونيليفر مشرق للصناعة و التجارة ش م م","EG"
"213800IPN2AVTPFEY722","تاول يونيليفر","OM"
"213800MPL3D46PKHTY36","UNILEVER DE CENTRO AMERICA SOCIEDAD ANONIMA DE CAPITAL VARIABLE","SV"
"213800BRJ9LYIW3Z7L42","UNILEVER REGIONAL SERVICES PANAMA S.A.","PA"
"213800MQ6DXRNJ395137","UL COSTA RICA SCC SOCIEDAD ANONIMA","CR"
"213800AV41W7VFZ1D131","UNILEVER DE PUERTO RICO, INC","PR"
"21380056OKZR5M1PTT56","UNILEVER DE CENTROAMERICA, S.A.","PA"
"2138006HP23N8GYS9Q88","UNILEVER EL SALVADOR SCC, SOCIEDAD ANONIMA DE CAPITAL VARIABLE","SV"
"2138007VAW5DY3H8W892","UNILEVER CARIBBEAN LIMITED","TT"
"213800VWNVQTFDNC6D33","UNILEVER CARIBE, S.A.","DO"
"549300MJOLZ1Y6N1RN58","ROLON B.V.","NL"
"549300NKVNJWXBDMWC62","ARGENTINA INVESTMENTS B.V.","NL"
"549300YZOCJEJTXIGZ75","BEIGEL & BEIGEL MAZON (1985) LTD.","IL"
"549300AULPGRBFCQHU32","UNILEVER ISRAEL HOME AND PERSONAL CARE LTD","IL"
"549300M7Z0QGKMRGQI27","UNILEVER ISRAEL FOODS LTD","IL"
"549300VWGK6VDYE07K51","UNILEVER VENTURES III L.P.","GB"
"549300JDEB2OPC0A5F18","TWENTY NINE CAPITAL PARTNERS LIMITED PARTNERSHIP","GB"
"5493007ZV9V31T20K571","TWENTY NINE CAPITAL PARTNERS (GENERAL PARTNER) LIMITED","GB"
"549300FDMSUHKT8PXB93","EKATERRA SERVICE INDIA PRIVATE LIMITED","IN"
"549300OE23SIZ7E43C78","EKATERRA RESEARCH AND DEVELOPMENT INDIA PRIVATE LIMITED","IN"
"549300M15VIRFQT7RG91","PAULA'S CHOICE EUROPE B.V.","NL"
"549300CI13TTRZSRJV34","RIZOFOOR B.V.","NL"
"549300P1BW0YOP2GMX46","UNILEVER TURKEY HOLDINGS B.V.","NL"
"549300YYRT3XLIRLLL59","UNILEVER INDONESIA HOLDING B.V.","NL"
"5493002I3S7TGKYK0P44","UNILEVER GLOBAL IP LIMITED","GB"
"549300LNGZ07WC5K8A26","UNILEVER PL NETHERLANDS B.V.","NL"
"549300FB5QF8WKFR3051","UNILEVER IP HOLDINGS B.V.","NL"
"549300SWJ4YK4LLNT176","UNILEVER FINANCE NETHERLANDS B.V.","NL"
"549300LEOFS81KZV6110","UNILEVER SOUTH CENTRAL EUROPE SA","RO"
"549300F5MGXJMIQJJT30","유니레버코리아（주）","KR"
"549300L7KK5SSD1CE028","UNILEVER DE ARGENTINA S A","AR"
"54930059AYBFBM5Y2L55","DERMALOGICA (UK) LIMITED","GB"
"549300QLB3B44URIM722","UNILEVER ROMANIA SA","RO"
"549300UTZ28EB4QVWS85","RATIONAL INTERNATIONAL ENTERPRISES LIMITED","IM"
"5493008RYEFDBTXMVF44","BLUEAIR AB","SE"
"549300ORS5KCRGSJJG24","LIPOMA B.V.","NL"
"5493001JK5LQMHN8SL14","MAVIBEL (MAATSCHAPPIJ VOOR INTERNATIONALE BELEGGINGEN) B.V.","NL"
"549300HZPMLS59IYHW02","MARGA B.V.","NL"
"549300F7JG0KNKXWKZ08","VERENIGDE ZEEPFABRIEKEN B.V.","NL"
"5493007RFDH5H09ILU32","BRAZINVEST B.V.","NL"
"549300REO5QF1SB6GI95","ROLF VON DEN BAUMEN'S VETSMELTERIJ B.V.","NL"
"549300J42PEORM8HGR17","UNILEVER VENTURES HOLDINGS B.V.","NL"
"549300FFQECOEXLSUZ76","UNILEVER S.K. HOLDINGS LIMITED","GB"
"549300TPFN3KKJB11W19","UNILEVER FOODS & REFRESHMENTS GLOBAL B.V.","NL"
"549300MYFXTPIIXSNK50","UNILEVER EUROPE B.V.","NL"
"549300H6H8BAYLUOGZ71","UNILEVER UNITED STATES, INC.","US"
"549300FYWDCTXXZQJQ90","UNILEVER ANDINA PERU S.A.","PE"
"549300ZYM6I6IJNZSL65","UNILEVER ANDINA COLOMBIA LTDA","CO"
"549300UBZRP8XMNLA119","UNILEVER BRASIL GELADOS LTDA","BR"
"549300U0U0LWGZBKVE61","UNILEVER CANADA INC.","CA"
"549300V2U8DC564CK756","UNILEVER GROUP LIMITED","GB"
"549300MD5X41UEQSKN80","UNILEVER U.K. HOLDINGS LIMITED","GB"
"549300MINO4CSLQEZY39","UNILEVER INDUSTRIES PRIVATE LIMITED","IN"
"5493003UBWGSYIWIWI94","UNILEVER OVERSEAS HOLDINGS LIMITED","GB"
"549300HWTESJD1V4UZ21","UNILEVER U.K. CENTRAL RESOURCES LIMITED","GB"
"54930041LANR8OLEDY41","UNILEVER SVERIGE AB","SE"
"5493006CQEEGKM6L5T06","UNILEVER SOUTH INDIA ESTATES LIMITED","GB"
"549300YSMMVVNUR1M834","CÔNG TY TNHH QUỐC TẾ UNILEVER VIỆT NAM","VN"
"5493007IW5N37IKRPM32","HINDUSTAN UNILEVER LIMITED","IN"
"549300X2FSMEMXGKF151","UNILEVER INDIA EXPORTS LIMITED","IN"
"549300LRI77T5F28OH18","UNILEVER FINANCE INTERNATIONAL B.V.","NL"
"549300DWD4D3B5EZJC04","CONOPCO, INC.","US"
"54930007WI2JLQ7TRP44","UNILEVER BRASIL LTDA.","BR"
"549300DZL0C3ZT51Z154","UNILEVER BRASIL INDUSTRIAL LTDA","BR"
"549300Y5DWNPH2EAYP47","UNILEVER ASIA PRIVATE LIMITED","SG"
"MYF1DAS6G5WY7PRWCU78","UNILEVER CAPITAL CORPORATION","US"
"549300PQZEXBBQ5SLU78","UNILEVER INDIA LIMITED","IN"
"5493008EU8J8PL7Y5C92","UNILEVER SWISS HOLDINGS AG","CH"
"21380086CDUT1PKKGC97","UNILEVER PMT LIMITED","CY"
"5493004WG8IWNC2YNH92","UTIC DISTRIBUTION S.A.","TN"
"549300XJNWG0Q07SE896","UNILEVER DEL URUGUAY S.R.L.","UY"
"5493003T9FC00681FQ76","UNILEVER UKRAINE LLC","UA"
"549300DVX8CW8OWD1369","UNILEVER NEPAL LIMITED","NP"
"549300THBBC51SW1XC62","UNILEVER (MALAYSIA) HOLDINGS SDN. BHD.","MY"
"549300SWZPWJ6VCGG628","UNILEVER GHANA LIMITED","GH"
"549300UOQCCRI2H47B94","UNILEVER TEA KENYA LIMITED","KE"
"5493002929RGNEAQBG37","ASOCIACION DE EMPLEADOS DE UNILEVER DE PARAGUAY SA (ASEUPSA)","PY"
"549300KH3XDPHJ5O8L97","UNILEVER TAIWAN LTD.","TW"
"5493008LO91Z9AW4MF72","UNILEVER LIPTON CEYLON LIMITED","LK"
"549300SO9Y18J63KY369","UNILEVER - ZIMBABWE (PVT) LIMITED","ZW"
"549300711LWQZIF20Y32","UNILEVER-COTE D'IVOIRE","CI"
"54930077ALXXZ725SH62","UNILEVER SOUTH AFRICA","ZA"
"549300UUKNDLZODFOI66","PONDS EXPORTS LIMITED","IN"
"5493008E6EOF5QH4MW05","UNILEVER FOODS (MALAYSIA) SDN. BHD.","MY"
"5493007CCEGUTA82RW04","UNILEVER OVERSEAS HOLDINGS B.V.","NL"
"549300QJXEB6PZF1P432","UNILEVER UK & CN HOLDINGS LIMITED","GB"
"549300SX7LKM3752HG14","UNILEVER OVERSEAS HOLDINGS AG","CH"
"5493001420Q57WID6217","LAKME LEVER PRIVATE LIMITED","IN"
"2138009I1PA8O8COMX38","NATURE DELIVERED LIMITED","GB"
"724500RICHZNOED3K275","Univest Company B.V.","NL"
"5493007QO5QAR13I3M16","UNILEVER POLSKA SPÓŁKA AKCYJNA","PL"
"549300BVIWZN69JE8P07","UNILEVER UK LIMITED","GB"
"549300GSRCQZCOFL8672","UNILEVER MAGYARORSZÁG KFT.","HU"
"54930011088BWM62XI45","UNILEVER POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","PL"
"5493006VU2HFXGSBFT75","TIGI INTERNATIONAL LIMITED","GB"
"549300SE1UII3HYCP132","MIXHOLD B.V.","NL"
"549300U64EZAIWAZ8097","UNILEVER ASSAM ESTATES LIMITED","GB"
"5493008BVNEL8546MK03","UNILEVER IRELAND LIMITED","IE"
"5493005ZCW4U9X373Y29","UNUS HOLDING B.V.","NL"
"549300HDCRTBPEURI316","UNILEVER ČR, spol. s r.o.","CZ"
"549300ZX1OABOSP3K616","UNILEVER INSURANCES N.V.","NL"
"5493001V0ITTX5DZPE20","UNILEVER RFM ICE CREAM INC.","PH"
"5493000KMHOLKOKRQH34","UNILEVER SRI LANKA LIMITED","LK"
"549300I0GSVZLESF0374","UNILEVER PHILIPPINES, INC.","PH"
"549300NQTXXC75T4U228","UNILEVER (CHINA) CO., LTD.","CN"
"5493007TAZ38XZ6CIE61","UNILEVER PAKISTAN FOODS LIMITED","PK"
"549300P481QIQARJQI17","联合利华服务（合肥）有限公司","CN"
"5493000SL9LZZ6YZPU12","บริษัท ยูนิลีเวอร์ ไทย เทรดดิ้ง จำกัด","TH"
"549300G9QZ08PUODV127","UNILEVER THAI SERVICES CO LTD","TH"
"549300X6C61HNLIHAZ94","UNILEVER PAKISTAN LIMITED","PK"
"549300MUHUFNRRI19O72","PT UNILEVER INDONESIA TBK","ID"
"549300XEOB85AXEXN594","บริษัท ยูนิลีเวอร์ ไทย โฮลดิ้งส์ จำกัด","TH"
"5493000DGQV6XEQTMA79","UNILEVER SANAYI VE TICARET TURK ANONIM SIRKETI","TR"
"549300HE1YLI2F7GWC55","UNILEVER FINANCE INTERNATIONAL AG","CH"
"2549008YU9EOMHFUA249","Apple Operations India Pvt. Ltd.","IN"
"5493004QI6E3PJNCEB09","APPLE CHILE COMERCIAL LIMITADA","CL"
"549300YX4S1LLSMK2627","APPLE ENERGY LLC","US"
"5493006LHHR4CLPX4Q79","BRAEBURN CAPITAL, INC.","US"
"549300G81RQKP7XW2N18","APPLE OPERATIONS INTERNATIONAL LIMITED","IE"
"549300UJWEUFNYXPJ620","APPLE COMPUTER BRASIL LTDA.","BR"
"549300MF6CNUB2URPE58","APPLE OPERATIONS MEXICO SA DE CV","MX"
"5493004SYPRAVRVNK561","APPLE CANADA INC","CA"
"5493007Y31O7VTA60Y74","APPLE COMPUTER TRADING (SHANGHAI) CO., LTD.","CN"
"549300XL0CAPYOJAG264","APPLE INDIA PRIVATE LIMITED","IN"
"5493004DRENYD68POX17","APPLE TEKNOLOJİ VE SATIŞ LİMİTED ŞİRKETİ","TR"
"549300MGN03W4U2NK749","APPLE OPERATIONS LIMITED","IE"
"549300QKDHYRRQH2MB86","APPLE (UK) LIMITED","GB"
"5493004NRK1XLI2A3K89","有限会社アップルジャパンホールディングス (Apple Japan合同会社)","JP"
"54930064XZWGVDHF4G62","APPLE SALES NEW ZEALAND","NZ"
"549300GF4NZMYB9VP153","APPLE PTY LIMITED","AU"
"549300JTZWECUOC8CW13","애플코리아 유한회사","KR"
"5493004NKTUXS10HUX68","APPLE SOUTH ASIA PTE. LTD.","SG"
"54930027SQL2KPSDBM58","APPLE DISTRIBUTION INTERNATIONAL LIMITED","IE"
"2138007MRI6ND89YY940","COCA-COLA HOLDINGS AFRICA LIMITED","GB"
"335800C1KV5TPG2GEX70","HINDUSTAN COCA-COLA HOLDINGS PRIVATE LIMITED","IN"
"335800S9IH4ZCL5Z4F95","COCA COLA INDIA PRIVATE LIMITED","IN"
"549300DIVO0BXH2SBY91","BEVERAGE FINANCIAL CENTRE UNLIMITED COMPANY","IE"
"5493005GWX2HVMZNEO34","RED LIFE REINSURANCE LIMITED","BM"
"213800U2NC79HDGLZN36","COSTA LIMITED","GB"
"549300P5FQEW7DOYK240","THE MINUTE MAID COMPANY CANADA INC.","CA"
"549300IP7H46C3FB8404","ATLANTIC INDUSTRIES","KY"
"5493001RKAD4FENO1G74","EUROPEAN REFRESHMENTS UNLIMITED COMPANY","IE"
"549300GVKMPD2UBZF867","FRESH TRADING LIMITED","GB"
"5493009XDLC6P0EM1723","INNOCENT LIMITED","GB"
"549300MXFSNRJMYFLM46","Line Global, LLC","US"
"98450076FE4A83A4F419","NETFLIX WORLDWIDE PRODUCTIONS, LLC","US"
"549300ZIEXERVNP8XK18","Scanline VFX LA, LLC","US"
"724500HYJ0NWTYX7KO74","Netflix International B.V.","NL"
"254900FT4XJ2MNNHOV07","THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE. LIMITED","SG"
"54930051L749LLNOVE73","ABC NEWS INTERCONTINENTAL, INC.","US"
"969500FZ2VNB81C46W67","EURO DISNEY ASSOCIES SAS","FR"
"254900IM9BUUJTALDP69","Disney Enterprises, Inc.","US"
"254900PYMROTF0EIBD45","Star US Holdings Subsidiary, LLC","US"
"549300NL4XBNT0DX2J71","EssilorLuxottica Re","LU"
"69940091F7K5NX5HXF05","Retail Optical Stores Belgium","BE"
"89450081GZZ43QTYMN88","Grand Opticiens Belgium","BE"
"335800XN3TLVKZDB1A49","ESSILOR INDIA PRIVATE LIMITED","IN"
"549300B206THJHUTBP43","ESSILOR INTERNATIONAL","FR"
"549300SDDBLYMENCB570","LUXOTTICA NORTH EUROPE LIMITED","GB"
"549300OVVY2IW4A3M076","LUXOTTICA HOLLAND B.V.","NL"
"54930097Y6IFIMUWJC69","LUXOTTICA SPAIN SL","ES"
"549300P33YI6QWPI9E14","LUXOTTICA RETAIL UK LTD","GB"
"549300GXQR5UIJFUTW31","LUXOTTICA S.R.L.","IT"
"549300I1NMOBS4B1LT88","LUXOTTICA GROUP SPA","IT"
"635400IRTPCASED1XH42","ORGANIC LENS MANUFACTURING OLM LIMITED","IE"
"549300B6P0UZZLGKE796","ESSILORLUXOTTICA USA INC.","US"
"3358007MD8NFWEKRC164","RAYBAN SUN OPTICS INDIA PRIVATE LIMITED","IN"
"549300VW6R2NNTWFB821","VISION DIRECT B.V.","NL"
"5493003NE3LX8VLUVK24","LensWay Group AB","SE"
"549300X7KXMBP1V42N81","OPTICAL SUPPLIES MIDDLE EAST FZE","AE"
"5493006ID8PU5DEXDO97","LensOn AB","SE"
"54930019V5SB6EJM2H90","Polycore Optical (Pte) Ltd","SG"
"549300OGMPCNFJUMJ659","LENSWAY B.V.","NL"
"549300PBHN7G23NA7J97","ESSILOR - OPTIKA, SPOL. S R.O.","CZ"
"391200ZZPVWSHS2QE753","Rupp + Hubrach Optik GmbH","DE"
"549300BSNZQC1S096092","HOLLAND OPTICAL COMPANY B.V.","NL"
"549300VVBIRW6VQJLS82","POLYCORE OPTICAL (HONG KONG) LIMITED","HK"
"549300QXUC05PHJGB915","ILT LATIN AMERICA PTE. LTD.","SG"
"549300IW10AMZJY6MT60","VISIONHUB","FR"
"549300EM43S0YRGIMU78","FGX Canada Corp.","CA"
"549300OO89TODXM8FJ80","FABRIS LANE LTD.","GB"
"894500MQIC6HSO5CA924","ESSILOR BELGIUM","BE"
"549300VVY6OPXP56J831","ESSILOR TECHNOLOGY + SERVICES CENTER SWITZERLAND AG","CH"
"549300CR9TBLZ3CGBS13","TRANSITIONS OPTICAL PTY LTD","AU"
"335800KLB3BNLTXGOK06","GKB OPTIC TECHNOLOGIES PRIVATE LIMITED","IN"
"549300CBTY8VRAGK2167","NIKON OPTICAL U.K. LIMITED","GB"
"5493004WTHSS6OWNHE94","EYEBIZ LABORATORY (THAILAND) CO.,LTD.","TH"
"549300P1LHUDFRM6G143","Instru Optiikka Oy","FI"
"549300Z2UVWOX086RH29","4CARE GMBH","DE"
"54930040NVHI566OSB56","JZO SPÓŁKA AKCYJNA","PL"
"5493009H72X8TTX98V31","ESEL OPTIK MAKINALARI ITHALAT IHRACAT PAZARLAMA VE TICARET ANONIM SIRKETI","TR"
