child_lei,child_name,child_country,parent_lei,parent_name
5493003UBWGSYIWIWI94,UNILEVER OVERSEAS HOLDINGS LIMITED,GB,549300MKFYEKVRWML317,UNILEVER PLC
529900UQEDDC3E29UW81,Eurolease MARDUK Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900KZG4APR9VJDP17,Z Leasing JANUS Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900FGTUG6XHFKKL25,CAM Private Equity Nominee GmbH & Co. KG,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900XGX8IRUTDYO016,BAL HESTIA Immobilien Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300ORS5KCRGSJJG24,LIPOMA B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
549300MJOLZ1Y6N1RN58,ROLON B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
529900WE0D9FIB4EQI28,"Philippine Opportunities for Growth and Income (SPV-AMC), INC.",PH,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
254900H8N4OIT9RZGU93,DB ESG Balanced SAA (USD) Plus,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
213800TYDH1M7T796R14,ELEKTRA PURCHASE NO. 57 DESIGNATED ACTIVITY COMPANY,IE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900BP3CJL3VRPPD14,Deutsche Trustees Malaysia Berhad,MY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900XW0MDD0HF0VN23,"DB Global Technology, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300VNB1ZXI6EKTQ66,DWS FLEXPENSION - II 2026,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900SWYVP0QMM8S558,SAPIO Grundstücks-Vermietungsgesellschaft mbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900G9Z4I79FGUE649,"Deutsche Securities, S.A. de C.V., Casa de Bolsa",MX,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900SWZG9FZS4PPH60,DB CARTERA DE INMUEBLES 1 SA,ES,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
254900ER2GAN3HN8T134,Zurich - Zurich Government Bonds Medium/Short ESG,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900HTTKWH3JNK9335,DB Alex. Brown Holdings Incorporated,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300XGJX6FOWLOI640,FIDEURAM - INTESA SANPAOLO PRIVATE BANKING S.P.A. IN FORMA ABBREVIATA FIDEURAM S.P.A.,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900XFKQNG0IW8H047,WealthCap Management Services GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900CVJFHY7SC3IA84,Gebäudeleasing Grundstücksverwaltungs-Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900TK95D6PNN50T90,Deutsche Bank Trustee Services (Guernsey) Limited,GG,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300G81RQKP7XW2N18,APPLE OPERATIONS INTERNATIONAL LIMITED,IE,HWUPKR0MPOU8FGXBT394,Apple Inc.
549300KH3XDPHJ5O8L97,UNILEVER TAIWAN LTD.,TW,549300MKFYEKVRWML317,UNILEVER PLC
549300MXEAL7IIGFC661,DEAM-FONDS VB BABARA NR. 2,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900WZLAKGNSOHOW26,DISCA Beteiligungsgesellschaft mbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
789000XDPJFDGEU86P31,INTESA SANPAOLO SPA İTALYA İSTANBUL MERKEZ ŞUBESİ,TR,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300QLNL4I2WV7SD23,ESSILOR NEDERLAND HOLDING B.V.,NL,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300SX7LKM3752HG14,UNILEVER OVERSEAS HOLDINGS AG,CH,549300MKFYEKVRWML317,UNILEVER PLC
529900EGEA1JYL9ONH25,RREEF India Advisors Private Limited,IN,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300QJXEB6PZF1P432,UNILEVER UK & CN HOLDINGS LIMITED,GB,549300MKFYEKVRWML317,UNILEVER PLC
549300CR9TBLZ3CGBS13,TRANSITIONS OPTICAL PTY LTD,AU,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5493009H72X8TTX98V31,ESEL OPTIK MAKINALARI ITHALAT IHRACAT PAZARLAMA VE TICARET ANONIM SIRKETI,TR,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900KE29GOXDMG0S67,Menuett Grundstücksverwaltungs-Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
3157007C98ILJK5ST356,"UniCredit Leasing CZ, a.s.",CZ,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900B9D7B2Z2U9E686,UniCredit Leasing EAD,BG,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
52990043Y7PWJD1G2108,DEUTSCHE FORAS NEW ZEALAND LIMITED,NZ,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300PTK3ZQ3QOOL487,DP PrivatMandat Comfort - PRO Deutschland,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300DTNTPKNKGJ7P43,UniCredit Leasing Croatia društvo s ograničenom odgovornošću za leasing,HR,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
213800QILIUD4ROSUO03,Deutsche Bank Europe GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900P7ZZJ2UGXVAJ38,Beteiligungsverwaltungsgesellschaft der Bank Austria Creditanstalt Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299002RAQ8UIG1NFQ40,"GAC-HEL II, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900CYTFL4QPESXQ96,Eurolease RA Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900ZKD8MK3OHI4D54,Chefren Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299007NUHEK3805DE85,Quartz No. 1 S.A.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299005XTWXW51FR9A63,RREEF EUROPEAN VALUE ADDED I (G.P.) LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900EKOYG8BTTOMR05,"Sabiedrība ar ierobežotu atbildību ""UCTAM Baltics""",LV,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900OVSJWHY1FYLQ08,Oct Z Immobilien Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493005ZCW4U9X373Y29,UNUS HOLDING B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
5299004NWPDE4L4VC454,LUFTHANSA MALTA CORPORATE FINANCE LIMITED,MT,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
549300M15VIRFQT7RG91,PAULA'S CHOICE EUROPE B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
2549008QKYSJ7Y15KR64,DWS Confirmed Payables Fund,IE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900508MSGTKVQKZ11,Bankhaus August Lenz & Co. Aktiengesellschaft,DE,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
529900IZCOKCTPEKN750,"Bayan Delinquent Loan Recovery 1 (SPV-AMC), Inc.",PH,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300R357WFIUHYXQ97,DEAM-FONDS PPC EQ,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
254900QWU1BGP3Q0R988,Multi Asset 2026 III,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300BW0T0VJZ8YT598,BA-CA Markets & Investment Beteiligung Ges.m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299003RMY6TOGE8F046,DB Beteiligungs-Holding GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
213800CGWUEIX6ZHBX50,FONDO PENSIONE APERTO GIUSTINIANO,IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900TUYK8SFCHQ3076,Baulandentwicklung Gdst 1682/8 GmbH & Co OG,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900MROZMQDGZL9709,KEBA Gesellschaft für interne Services mbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900TLQ4DI9HXIAP49,DB Chestnut Holdings Limited,KY,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300J8JZ4ZGOH93H22,TRANSITIONS OPTICAL LIMITED,IE,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300SWJ4YK4LLNT176,UNILEVER FINANCE NETHERLANDS B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
213800FPW6PZSY8BIM85,HVB-LEASING GARO INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
98450076FE4A83A4F419,"NETFLIX WORLDWIDE PRODUCTIONS, LLC",US,549300Y7VHGU0I7CE873,"NETFLIX, INC."
5493008RYEFDBTXMVF44,BLUEAIR AB,SE,549300MKFYEKVRWML317,UNILEVER PLC
549300BSNZQC1S096092,HOLLAND OPTICAL COMPANY B.V.,NL,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5299001PZYZQV5PVWU54,UCTAM BH d.o.o.,BA,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
213800QQ82Y1KCPQIC86,AMUNDI S.F. - EMERGING MARKETS BOND 2019,LU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900OISRX6SR0HJP68,UniCredit Mobilien und KFZ Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900U2L2B187C8DU16,LUFTHANSA TECHNIK TURBINE SHANNON LIMITED,IE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
529900M5R358Y7RFZC10,DWS GROUP SERVICES UK LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900TZ36JMEVRLVK72,Fineco Verwaltung AG,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900D2TH67S7B53Y34,WealthCap Investorenbetreuung GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
52990007MC5RPMUF1R85,"DB Aster II, LLC",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900FQYXU2B7BZVK55,LEONARDO III INITIAL GP LIMITED,GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299000OKM8HRXP2ZL53,WealthCap Initiatoren GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299005C3ALN0FW10R56,Lufthansa Aviation Training Switzerland AG,CH,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
529900H9ABDZ8XIMMV92,LEASFINANZ Bank GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300SEZE2LQYOSAS93,ESSILOR OPTICA INTERNATIONAL HOLDING SL,ES,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5299007PCBRDQNDLIC93,Regula Limited,VG,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300CBTY8VRAGK2167,NIKON OPTICAL U.K. LIMITED,GB,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900J30GWJRSJWJL27,DEUTSCHE CAPITAL MARKETS AUSTRALIA LIMITED,AU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300QLB3B44URIM722,UNILEVER ROMANIA SA,RO,549300MKFYEKVRWML317,UNILEVER PLC
5299000Q61YII5IIPF54,Lufthansa Technik AERO Alzey GmbH,DE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
635400DHOJIZJJYGAE85,MEDIOLANUM FLESSIBILE FUTURO SOSTENIBILE,IT,7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM SPA
549300F7JG0KNKXWKZ08,VERENIGDE ZEEPFABRIEKEN B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
529900ITRKF4INUOKY17,PS plus Portfolio Software + Consulting GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900XH9ODJ6HNC1W03,"OOO ""Deutsche Bank TechCentre""",RU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299001M8IZ7PBJR1Y18,Lufthansa Global Business Services GmbH,DE,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
529900SMC415G939C384,BACA Leasing und Beteiligungsmanagement GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900RYBZ653MBZSL75,Contra Leasing-Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
254900DJJZ72SAHA1E19,ESG Next Generation Infrastructure,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299003G9CMV5CY1FU81,Deutsche Oppenheim Family Office AG,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900RRSFST343TZB58,"DB Equipment Leasing, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300K0QWI1YUM0XR14,INVOPTIC,FR,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900Z8DN19BGSE6V76,WealthCap Vorrats-2 GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300H6H8BAYLUOGZ71,"UNILEVER UNITED STATES, INC.",US,549300MKFYEKVRWML317,UNILEVER PLC
815600978329D468F632,"NEVA SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. O, IN FORMA ABBREVIATA, NEVA SGR S.P.A.",IT,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900ED9KS8PXXGV873,Private Financing Initiatives S.L.,ES,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900H41D78WI2NVK13,Deutsche Investments (Netherlands) N.V.,NL,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900HID1ZVXU8NT789,"DB Aster, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900ZSHWIEG4UHHI33,UniCredit KFZ Leasing GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299006JRU7A099F8949,H.F.S. Leasingfonds GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493007CCEGUTA82RW04,UNILEVER OVERSEAS HOLDINGS B.V.,NL,549300MKFYEKVRWML317,UNILEVER PLC
529900HIRE2SFBYJFM92,"DB Structured Products, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493008J0KRP28TPF798,"BA Alpine Holdings, Inc.",US,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
2534008T9TCKSJHXMX83,"Акционерное Общество ""Локат Лизинг Руссия""",RU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900P6LJ5CGTIUNN89,AIR DOLOMITI S.P.A. - LINEE AEREE REGIONALI EUROPEE,IT,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
54930001JAUYYSFBMP93,UNICREDIT LEASING S.P.A.,IT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299009C18DLOVA63Y86,UNIVERSALE International Realitäten GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300IUOQXDZBVFHK88,Intesa Sanpaolo banka d.d. Bosna i Hercegovina,BA,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
529900BEHEWCLZGHHQ76,DB U.S. Financial Markets Holding Corporation,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300UTZ28EB4QVWS85,RATIONAL INTERNATIONAL ENTERPRISES LIMITED,IM,549300MKFYEKVRWML317,UNILEVER PLC
529900WRA1S3K1QMPB44,Port Elizabeth Holdings LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5493002JEF6K68XBUF21,SATISLOH AG,CH,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
549300PSTW0LE1YMKN37,SOFI DE CHIHUAHUA SA DE CV,MX,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900NZEAS6DR7N9T89,Deutsche Bank Capital LLC I,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300UJUJ65LGFB2O06,CABET-Holding-GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300YZOCJEJTXIGZ75,BEIGEL & BEIGEL MAZON (1985) LTD.,IL,549300MKFYEKVRWML317,UNILEVER PLC
549300H7FLAWMJ7WAI95,DWS SELECT - INFLATION PLUS 2019,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299005PI8EZCXYD5887,Life Management Erste GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
213800VWNVQTFDNC6D33,"UNILEVER CARIBE, S.A.",DO,549300MKFYEKVRWML317,UNILEVER PLC
529900NAJQOFVVBADA34,DB Private Clients Corp.,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299002L9O49LY2R2C40,VCP Treuhand Beteiligungsgesellschaft mbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
2534006G7F7F1TFC9T77,"Акционерное общество ""ЮниКредит Банк""",RU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900IE87O9WPP97T53,H.F.S. Immobilienfonds GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900N7IBZHYLZHHW02,Singer Island Tower Suite LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300L2WXROIO4RYU97,DBÖ VERMÖGENSVERWERTUNG GMBH IN LIQU.,AT,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300Y8ATEY0VBM4W31,LOCAT CROATIA društvo s ograničenom odgovornošću za trgovinu i usluge,HR,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493000KMHOLKOKRQH34,UNILEVER SRI LANKA LIMITED,LK,549300MKFYEKVRWML317,UNILEVER PLC
097900BFBW0000007583,"UniCredit Broker, s. r. o.",SK,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300GVKMPD2UBZF867,FRESH TRADING LIMITED,GB,UWJKFUJFZ02DKWI3RY53,THE COCA-COLA COMPANY
529900Y3O6X652Z2AN33,DB COVERED BOND S.R.L.,IT,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900LTSPTSG68IMO65,DB OPERACIONES Y SERVICIOS INTERACTIVOS SL,ES,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
254900F4L5080YFUQO91,db Advisory Multibrands SICAV,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900J4639KCHWRQL40,BA/CA-Leasing Beteiligungen GmbH,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300EPNF8GU8VMJJ26,DWS FLEXPENSION - II 2033,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900AXGJDFXA1AGE58,Zagreb nekretnine d.o.o. za poslovanje nekretninama,HR,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
213800XTQLSGGOGRX936,UNICREDIT-LEASING MARS INGATLANHASZNOSÍTÓ KORLÁTOLT FELELŐSSÉGŰ TÁRSASÁG,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900FBH1QTG14BVE92,Manta Acquisition LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900MEY9ARGNPPPE18,Kelsey Street LLC,US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300B206THJHUTBP43,ESSILOR INTERNATIONAL,FR,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
5299003SNCZ1JCMYTE71,Arno Grundstücksverwaltungs Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299003BH0JNNF824478,"DB IMPACT INVESTMENT FUND I, L.P.",GB,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
549300AQRUHYWYR0T637,Intesa Sanpaolo Holding International S.A.,LU,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300R5TAJSKHCHDS02,DWS Beteiligungs GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900LNPBJZ4ZZB2G60,Deutsche Services (CI) Limited,JE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900KVW94VJZZKLS55,Cathay Capital Company (No 2) Limited,MU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
097900BFBW0000007777,"UniCredit Fleet Management, s.r.o.",SK,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900YDIT4SCCP1SY38,DWS Grundbesitz GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900OX0YBNOOXHER14,Gemeindeleasing Grundstückverwaltung Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300Z5TZK5XDBGWS98,SATISLOH HOLDING AG,CH,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900ICLRH9E6KH5W68,Communa - Leasing Grundstücksverwaltungs-Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
2549006A5OZLQ3OYQ657,DWS Alternatives (IE) ICAV - DWS CLO Opportunity Fund,IE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900V2Y0J5ITH4UO62,WÖM Grundstücksverwaltungs-Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300TPJCLC0OHGM008,DWS International GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900CAH1061V56SZ46,UniCredit Leasing Finance GmbH,DE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900Z9F3OHWTXUOY41,Vape Communa Leasinggesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5299005KUSNDWVGO8E69,PRIVATE EQUITY GLOBAL SELECT COMPANY IV S. à r.l.,LU,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
5299007T18XBURKJ1V64,"DWS Distributors, Inc.",US,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900X2JGG41VB42995,EURÓPA Befektetési Alapkezelő Zártkörűen Működő Részvénytársaság,HU,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
5493000DGQV6XEQTMA79,UNILEVER SANAYI VE TICARET TURK ANONIM SIRKETI,TR,549300MKFYEKVRWML317,UNILEVER PLC
549300Z7V2WOFIMUEK50,УНИКРЕДИТ БУЛБАНК,BG,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
8156002B929020A90676,UNICREDIT OBG S.R.L.,IT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
549300Z2ZATO1VJZGF48,ESSILOR ROMANIA SRL,RO,549300M3VH1A3ER1TB49,ESSILORLUXOTTICA
529900ELQAD8AVPWLI93,Lipark Leasing Gesellschaft m.b.H.,AT,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
V48XYRSNOB3HY0J4NK61,INTESA SANPAOLO IMI SECURITIES CORP.,US,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
549300O1LRG9PS8TF186,Intesa Sanpaolo Real Estate S.A.,LU,2W8N8UU78PMDQKZENC08,INTESA SANPAOLO SPA
635400OT6WWQD5UURP98,PAI Management Limited,IE,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI"
529900Q3QYV322RCXV42,Swiss International Air Lines AG,CH,529900PH63HYJ86ASW55,Deutsche Lufthansa Aktiengesellschaft
529900FO49LVGHYC4065,Mezzanine Capital Europe II (MC-EU II) GmbH & Co. KG,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900UHDAFWQ87PM255,Finanzberatungsgesellschaft mbH der Deutschen Bank,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
529900XGDXLEX5L16R90,VÖB-ZVD Processing GmbH,DE,7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT
